checkpoint_uuid,solving_run_id,solution_index,grid_map_id,algorithm_id,interval_size,step,path_len,dir_count,path,visited_dirs,exit_situation,one_way_list,round_counter,round_counter_overlong,total_solved,total_solved_overlong,total_back_steps,dummy_back_steps,locked_back_lose,created_at,checkpoint_no
e2f5b489-3b5e-479d-b7b1-2254e392f094,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,10000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c39212432351d2f3d251705021a080b0e1c2e16132b190104071f37343123151220382a2d3b291114263e2c3a221028,\x00020420400002042080022000112000010210200009802000100108e008020181008800011808000281000c2001021020000102a0581410100014004108200104100081000c0802,1,\x0000000c0000002700000001ffffffff000000002b00000001ffffffff000000002d00000001ffffffff000000003100000001ffffffff000000003300000001ffffffff000000003400000001ffffffff000000003700000001ffffffff000000003900000001ffffffff000000003a00000001ffffffff000000003b00000001ffffffff000000003d0000000200000008010000003e000000010000000800,1918984509,0,10000000,0,959492223,173952168,t,2026-09-24 14:40:18.51435+00,10
477e9ed5-35f4-4f96-a053-e49f8be4dc9f,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,11000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c39212432351d2f1705021a080b0e263e3b2d2a1c34221411292c3a3d25371f0704162e2b2810130119312315122038,\x0002042040000204208002200011200001021020000980200010014840402000224000020460c08280ec400c50140804401000880020403008200001029000200810000408020202,1,\x0000000f0000002400000001ffffffff01000000290000000100000008000000002a0000000100000008000000002e0000000100000008000000002f0000000100000008000000003300000001000000080000000035000000010000000800000000360000000100000008000000003700000001000000080000000038000000010000000800000000390000000100000008000000003a0000000100000008000000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,2210410401,0,11000000,0,1105205169,201496667,t,2026-09-24 14:42:21.950793+00,11
bc1a713d-f47d-4507-a401-a7f305606150,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,12000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c39212432351d2f1705021a2810221411292c3a3d2b2e16132537341c1f07152d2a383b3e260e0b0820120401193123,\x000204204000020420800220001120000102102000098020001001484040208002c880421008044010004c002010040880002d00100c042020081000081008100804020481000140,1,\x0000000a0000002300000001ffffffff000000002900000001ffffffff000000003400000001ffffffff000000003600000001ffffffff000000003800000001ffffffff000000003a0000000200000008010000003b0000000100000008000000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,2352516883,0,12000000,0,1176258410,214559663,t,2026-09-24 14:43:21.838964+00,12
26989128-a408-41d5-9b09-5d0c0edec8b4,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,13000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c39212432351d2f17050210283a221411292c1a080b0e1c2e2b3d253734311901131604122023263e3b382a2d1f0715,\x00020420400002042080022000112000010210200009802000100148404060404050904010080400012240000602a008002200020420400404009180418100042040001400181004,1,\x0000000b0000002300000001ffffffff000000002a00000001ffffffff000000002f00000001ffffffff000000003100000001ffffffff000000003200000001ffffffff000000003700000001ffffffff000000003800000001ffffffff000000003a00000001ffffffff000000003b00000001ffffffff000000003d0000000200000008010000003e000000010000000800,2520078637,0,13000000,0,1260039287,229889562,t,2026-09-24 14:44:47.023256+00,13
b0c576c0-5032-4cf2-b68f-c14178c73cc4,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,14000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c39212432351d2f17050210223a3d2b281a0820382a1215070401191c1f2d3b3e2c291114260e0b233134372513162e,\x0002042040000204208002200011200001021020000980200010014840406070a0400030100081284000109000842848305068000204014040001240001008041004080002440002,0,\x0000000e0000002000000001ffffffff000000002d00000001ffffffff000000002e00000001ffffffff000000003200000001ffffffff000000003400000001ffffffff000000003600000001ffffffff000000003700000001ffffffff000000003800000001ffffffff000000003900000001ffffffff000000003a00000001ffffffff000000003b00000001ffffffff000000003c00000001ffffffff000000003d00000001ffffffff000000003e00000001ffffffff00,2679488101,0,14000000,0,1339744019,244197272,t,2026-09-24 14:46:16.472308+00,14
c7b60102-a50b-4ed6-af7d-bacde88377d1,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,15000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c39212432351d2f1705021411292c3a2225373431230b0e263e3b382a2d1f1c2e160407151220081a28101301192b3d,\x00020420400002042080022000112000010210200009802000100148404070008140001561421880000158950004084080002c0030280280c0088000020220021000090082800001,1,\x0000000d0000002200000001ffffffff0100000028000000010000000800000000290000000100000008000000003300000001000000080000000034000000010000000800000000350000000100000008000000003600000001000000080000000037000000010000000800000000380000000100000008000000003a0000000100000008000000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,2809245521,0,15000000,0,1404622729,255663096,t,2026-09-24 14:47:10.994567+00,15
0b18f7be-a4b9-440a-af36-5af68bd29a5c,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,16000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c39212432351d2f170513162e2b3d25371f07152d2a122023311901041c34223a2c3e260e0b081a2810021411293b38,\x000204204000020420800220001120000102102000098020001001484060084000820020028000414000021244451004011280000110044009800204020401088000120081800008,1,\x0000000d0000002800000001ffffffff010000002b0000000100000008000000002c00000001000000080000000034000000010000000800000000350000000100000008000000003600000001000000080000000038000000010000000800000000390000000100000008000000003a0000000100000008000000003b0000000100000008000000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,3001973083,0,16000000,0,1500986510,273014005,t,2026-09-24 14:48:31.571467+00,16
5aba892e-e9ca-4a92-a9a1-1c59b4fd39b8,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,17000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c39212432351d2f1705130119313437253d3a221411292c3e26233b2d1f1c0e0b081a0210282b2e16040715122a3820,\x0002042040000204208002200011200001021020000980200010014840600851804080002008c000020a028100028040210009181440102008008280408000404004400081000220,1,\x0000000c0000002f00000001ffffffff000000003000000001ffffffff000000003300000001ffffffff000000003400000001ffffffff000000003500000001ffffffff000000003600000001ffffffff000000003700000001ffffffff000000003800000001ffffffff000000003a00000001ffffffff000000003b00000001ffffffff000000003d0000000200000003010000003e000000010000000800,3143709929,0,17000000,0,1571854933,285638398,t,2026-09-24 14:49:30.717595+00,17
df0160a8-27f8-4f19-84bd-e7c8740c9e7f,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,18000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c39212432351d2f1725371f07152d2a1220383b2911230b081a283a3d2b2e16040113050210223431191c0e26142c3e,\x000204204000020420800220001120000102102000098020001001485008000204010108481010081002880024100428101000440020202008000401810041108004004480040101,1,\x0000000b0000002200000001ffffffff000000002800000001ffffffff000000002c00000001ffffffff000000003300000001ffffffff000000003500000001ffffffff000000003800000001ffffffff000000003900000001ffffffff000000003a00000001ffffffff000000003b00000001ffffffff000000003d0000000200000008010000003e000000010000000800,3366477833,0,18000000,0,1683238885,305938004,t,2026-09-24 14:51:04.2478+00,18
1dd2049e-2db7-4c80-a54c-15b6857994d8,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,19000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c39212432351d2f17253d2b281a080b0e263e3b292c3a2210020513162e1c34371f07152d2a38201204011931231114,\x000204204000020420800220001120000102102000098020001001485018801141188800010810800123000220200005401080000802018020c14000020220800041204000108800,1,\x0000000d0000002600000001ffffffff000000002a0000000200000001010000002d00000001000000080000000030000000010000000800000000340000000100000008000000003600000001000000080000000038000000010000000800000000390000000100000008000000003a0000000100000008000000003b0000000100000008000000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,3618720375,0,19000000,0,1809360156,329185684,t,2026-09-24 14:52:50.018186+00,19
9714a1d8-deb3-4591-9285-cf1bc89c1ce1,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,20000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c39212432351d2f1714112320382a1204162e1c34311901132b2810223a3d25371f07152d3b292c3e260e0b081a0205,\x0002042040000204208002200011200001021020000980200010014870403090814020208106108051080210200208490022a0400020028000414000018800028000810041009000,1,\x000000110000002500000001ffffffff000000002700000001ffffffff000000002900000001ffffffff010000002e0000000100000008000000002f000000010000000800000000300000000100000008000000003200000001000000080000000033000000010000000800000000340000000100000008000000003600000001000000080000000038000000010000000800000000390000000100000008000000003a0000000100000008000000003b0000000100000008000000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,3869099293,0,20000000,0,1934549615,352282837,t,2026-09-24 14:54:35.702803+00,20
a65cab7a-7113-436d-ae58-c8e3d00a89d2,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,22000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c39212432351d2f2c3e26141705021022253d2b2e161301193134371f071512041c0e0b2311293b2d2a3820081a283a,\x000204204000020420800220001120000102102000098020001001580440411300040406020a1880110008041005080408000408060a800800824001040101802020000244000201,1,\x0000000e0000002300000001ffffffff01000000260000000100000008000000002b0000000100000008000000003000000001000000080000000032000000010000000800000000350000000100000008000000003600000001000000080000000038000000010000000800000000390000000100000008000000003a0000000100000008000000003b0000000100000008000000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,4361413079,0,22000000,0,2180706508,397124721,t,2026-09-24 14:58:01.910225+00,22
2a4023d7-fe6e-46dd-b792-bf05833b6140,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,23000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c39212432351d2f2c2911140210223a3d25170513162e2b281a0820383b3e260e0b23311901040715122a1c34371f2d,\x0002042040000204208002200011200001021020000980200010015824000910a2810002018000028120000108100081284020400020402010401004488000082010084420001004,1,\x0000000b0000002200000001ffffffff000000002300000001ffffffff000000002800000001ffffffff000000002900000001ffffffff000000002e00000001ffffffff000000003500000001ffffffff000000003900000001ffffffff000000003b00000001ffffffff010000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,4520636331,0,23000000,0,2260318134,410997855,t,2026-09-24 14:59:07.914242+00,23
9a4b0d79-e338-45c1-8052-0166772a4f4c,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,24000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c39212432351d2f2c3a3d2b281a080b0e263e3b291123311901041220382a2d15071f1c2e1613051714021022343725,\x000204204000020420800220001120000102102000098020001001583404001101108800010810800002c8000440800458808000a000400011a02000080448023080402060400010,1,\x0000000c0000002200000001ffffffff000000002400000001ffffffff000000002c00000001ffffffff000000002d00000001ffffffff000000003000000001ffffffff000000003100000001ffffffff000000003400000001ffffffff000000003500000001ffffffff000000003a00000001ffffffff000000003b00000001ffffffff000000003d0000000200000008010000003e000000010000000800,4726582581,0,24000000,0,2363291259,429283828,t,2026-09-24 15:00:33.549408+00,24
f0ddb6d1-a694-43dd-9342-bf35e7b6379d,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,25000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c39212432351d05172f3d3a282b191c2e16130104122a38202331342210021a080b0e263e2c1411293b2d15071f3725,\x000204204000020420800220001120000102102000098020001021020820800022408862028040001120010104408220081022042002200204204000061008040400020288000110,1,\x0000000f0000002000000001ffffffff000000002300000001ffffffff000000002a00000001ffffffff000000002d000000020000000801000000300000000100000008000000003100000001000000080000000032000000010000000800000000360000000100000008000000003700000001000000080000000038000000010000000800000000390000000100000008000000003b0000000100000008000000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,5102894055,0,25000000,0,2551446996,464830804,t,2026-09-24 15:03:12.643145+00,25
0a44cdec-fa29-4f70-bd37-9f9eb3f6334e,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,26000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c39212432351d05172f3d3a223437251301193123263e2c1a0210282b2e16041220080b0e1c1f07152d2a383b291114,\x0002042040000204208002200011200001021020000980200010210208208000664400102062142000280c011870d0282010200010100d1200091000410020080840401000049000,1,\x000000100000001f00000001ffffffff000000002300000001ffffffff000000002a0000000200000008010000002b0000000100000008000000002c0000000100000008000000002e00000001000000080000000032000000010000000800000000330000000100000008000000003400000001000000080000000037000000010000000800000000380000000100000008000000003a0000000100000008000000003b0000000100000008000000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,5254089081,0,26000000,0,2627044509,478690069,t,2026-09-24 15:04:16.143972+00,26
dc22d370-950a-4428-8c03-022a2c9ec011,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,27000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c39212432351d05172f3d25371f070412152d2a38202331341c190113162e2b281a0210223a2c3e3b291114260e0b08,\x00020420400002042080022000112000010210200009802000102102082080220008100c1a021080800048100601c048022220000108108481412080002001104000092000080408,0,\x0000000e0000002b00000001ffffffff000000002d00000001ffffffff000000002e00000001ffffffff000000002f00000001ffffffff000000003200000001ffffffff000000003300000001ffffffff000000003500000001ffffffff000000003800000001ffffffff000000003900000001ffffffff000000003a00000001ffffffff000000003b00000001ffffffff000000003c00000001ffffffff000000003d00000001ffffffff000000003e00000001ffffffff00,5413474413,0,27000000,0,2706737175,493048286,t,2026-09-24 15:05:23.221948+00,27
04381380-aa78-45d7-aa1e-b036e2606769,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,28000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c39212432351d05172f3d252210130104071f3734263e3b382a2d151220081a021411292c3a282b1931230b0e1c2e16,\x00020420400002042080022000112000010210200009802000102102082080228144a0100106102000011a0108108005000201019001400450201000018800210800021200810020,1,\x0000000f0000002100000001ffffffff01000000230000000100000008000000002a0000000100000008000000002c0000000100000008000000003000000001000000080000000033000000010000000800000000340000000100000008000000003500000001000000080000000036000000010000000800000000390000000100000008000000003a0000000100000008000000003b0000000100000008000000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,5562487055,0,28000000,0,2781243496,506612363,t,2026-09-24 15:06:25.695265+00,28
65ec1f44-cf3a-416b-915c-109483ae8a5f,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,29000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c39212432351d05172f3d2b2e1c34312315071f3725223a281013160401190b0e263e2c291114021a0820383b2d2a12,\x0002042040000204208002200011200001021020000980200010210208208013004ca708c0e201224000040402208004080002020140010810800101480010044010201400100420,1,\x0000000e0000002400000001ffffffff000000002b00000001ffffffff000000002d00000001ffffffff000000002e00000001ffffffff000000003000000001ffffffff000000003500000001ffffffff000000003600000001ffffffff000000003700000001ffffffff000000003800000001ffffffff000000003900000001ffffffff000000003b00000001ffffffff010000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,5725707293,0,29000000,0,2862853615,521413503,t,2026-09-24 15:07:34.127927+00,29
90eb1536-cdab-4059-a3c4-909f9f5e9738,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,30000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c39212432351d05172f2c3e260e1c2e16040119313437251310223a3d2b281a021411293b382a1220080b2315071f2d,\x00020420400002042080022000112000010210200009802000102102086010000508060140404430402040003024280820100004044040044020200002a020088004200088100104,1,\x0000000b0000002c00000001ffffffff000000002d00000001ffffffff000000002e00000001ffffffff000000003000000001ffffffff000000003100000001ffffffff000000003300000001ffffffff000000003900000001ffffffff000000003a00000001ffffffff000000003b00000001ffffffff000000003d0000000200000008010000003e000000010000000800,5913248543,0,30000000,0,2956624240,538355438,t,2026-09-24 15:08:52.448355+00,30
4595eb12-b568-4258-a3b0-89d96bc7304c,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,31000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c39212432351d05172f2c291123313437253d3a22140210281a080b1901132b2e160407152d2a1220383b3e260e1c1f,\x00020420400002042080022000112000010210200009802000102102086090006400820001401080000490080604008108904088000201808008c080022620080804080004088200,1,\x0000000c0000002900000001ffffffff000000002f00000001ffffffff000000003100000001ffffffff000000003600000001ffffffff010000003700000001000000080000000038000000010000000800000000390000000100000008000000003a0000000100000008000000003b0000000100000008000000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,6037016581,0,31000000,0,3018508259,548973028,t,2026-09-24 15:09:43.959056+00,31
9b869cd3-300a-46a7-a1a3-eb3d18973f03,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,32000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c39212432351d051725371f2d2a3820233134221411293b3e260e0b081a0210283a2c2f3d2b190113162e1c04071512,\x000204204000020420800220001120000102102000098020001021021808008204028220c1180400410a0201010180008100410010040404000a8000448820020210000124000208,1,\x0000000d0000002500000001ffffffff000000002700000001ffffffff000000002900000001ffffffff000000002c00000001ffffffff000000002e00000001ffffffff000000003200000001ffffffff000000003300000001ffffffff000000003400000001ffffffff000000003800000001ffffffff000000003a00000001ffffffff000000003b00000001ffffffff000000003d0000000200000003010000003e000000010000000800,6287425001,0,32000000,0,3143712469,572124580,t,2026-09-24 15:11:29.737558+00,32
fb225e54-e14d-400c-b530-0179e667d93a,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,33000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c39212432351d051725221013160401191c2e2b283a3d2f2c3e260e0b081a021411293b382a1220233134371f07152d,\x000204204000020420800220001120000102102000098020001021021858201128000908040e09802041400040100440010201820020022010100001581004011004080004090202,1,\x0000000f0000001f00000001ffffffff000000002200000001ffffffff000000002600000001ffffffff000000002700000001ffffffff000000002b00000001ffffffff000000002e00000001ffffffff000000002f00000001ffffffff000000003000000001ffffffff000000003200000001ffffffff000000003700000001ffffffff000000003900000001ffffffff000000003a00000001ffffffff000000003b00000001ffffffff000000003d0000000200000008010000003e000000010000000800,6520962675,0,33000000,0,3260481306,593584442,t,2026-09-24 15:13:07.918813+00,33
8567a65e-f6b3-45c1-bf1b-565cbed91113,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,34000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c39212432351d0517140210223a281a080b0e1c04162e2b1301193134262311293b3e2c2f3d25371f07152d2a382012,\x0002042040000204208002200011200001021020000980200010210238c06020a000084020020460f065000108624010201020100510040604001100011001408020200001011040,1,\x0000000e0000002600000001ffffffff000000002900000001ffffffff000000002a00000001ffffffff000000002f00000001ffffffff000000003200000001ffffffff000000003300000001ffffffff000000003400000001ffffffff000000003500000001ffffffff000000003600000001ffffffff000000003700000001ffffffff000000003900000001ffffffff000000003b00000001ffffffff000000003d0000000200000006010000003e000000010000000800,6778572219,0,34000000,0,3389286078,617500169,t,2026-09-24 15:14:56.485596+00,34
0482de5c-6ede-45fd-9b3d-ebfd61158232,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,35000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c39212432351d05021a080b0e261411292c3a281022341c1931232012040113162e2b3d2f1725371f07152d2a383b3e,\x000204204000020420800220001120000102102000098020001021120880081080008b0804022c0001448080281b08008240a8100401010840100008080201408020200001418000,1,\x0000000f0000002200000001ffffffff01000000290000000100000008000000002e00000001000000080000000030000000010000000800000000310000000100000008000000003200000001000000080000000034000000010000000800000000350000000100000008000000003600000001000000080000000037000000010000000800000000390000000100000008000000003a0000000100000008000000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,7009451775,0,35000000,0,3504725856,638684978,t,2026-09-24 15:16:33.969994+00,35
