checkpoint_uuid,solving_run_id,solution_index,grid_map_id,algorithm_id,interval_size,step,path_len,dir_count,path,visited_dirs,exit_situation,one_way_list,round_counter,round_counter_overlong,total_solved,total_solved_overlong,total_back_steps,dummy_back_steps,locked_back_lose,created_at,checkpoint_no
aba127d8-0342-4484-bf82-4fd9e0347a44,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,246000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e2b130119313437253d3a22140205172f2c3e260e1c04122a2d1f07152311293b3820080b1d35321a2810,\x000204204000020420800220001120000102102000098088000439200a100810000401086040cd482080000401408020089280400240401020004140000420420208200001080220,0,\x0000000e0000002300000001ffffffff000000002400000001ffffffff000000002f00000001ffffffff000000003000000001ffffffff000000003100000001ffffffff000000003300000001ffffffff000000003400000001ffffffff000000003500000001ffffffff000000003600000001ffffffff000000003900000001ffffffff000000003b00000001ffffffff000000003c00000001ffffffff000000003d00000001ffffffff000000003e00000001ffffffff00,56295934819,0,246000000,0,28147967378,5112987363,t,2026-09-24 21:01:12.647038+00,246
b7a4dd08-3b8c-47f7-a847-514020a0e425,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,247000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e2b1301193134223a3d25371f07041c0e0b0820382a12152d3b3e261417050210281a32352311292c2f1d,\x000204204000020420800220001120000102102000098088000439200a100810a2440020028000814000100508040c00021280008200406004200101010140040280004120400010,1,\x0000000b0000002000000001ffffffff000000002b00000001ffffffff000000002d00000001ffffffff000000003500000001ffffffff000000003600000001ffffffff000000003800000001ffffffff000000003a0000000200000006010000003b0000000100000008000000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,56424901059,0,247000000,0,28212450498,5124577778,t,2026-09-24 21:02:06.322768+00,247
e69695a6-1a71-48f4-bdaa-9cd0746d6a5f,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,248000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e2b130119312335321a1d050210283a3d2f17252214260e0b0820120407152d1f37341c2a383b3e2c2911,\x000204204000020420800220001120000102102000098088000439200a10082400029814602020202020002020082408b2c004020402840205404000120108401020081000040420,1,\x0000000d0000002300000001ffffffff000000002b00000001ffffffff010000002d0000000100000008000000002e00000001000000080000000033000000010000000800000000360000000100000008000000003700000001000000080000000038000000010000000800000000390000000100000008000000003a0000000100000008000000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,56581002085,0,248000000,0,28290501011,5138507472,t,2026-09-24 21:03:10.895078+00,248
a6009b45-1660-448b-8c92-67460b5b7776,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,249000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e2b1301190b0e263e3b3820081a32351d2f3d25170502142210283a2c2911233134371f2d15122a1c0407,\x000204204000020420800220001120000102102000098088000439200a100a4080000408c0800820100088100450048180a080030802020041002200418000401040814400109000,1,\x0000000f0000002100000001ffffffff000000002300000001ffffffff000000002a00000001ffffffff000000002e00000001ffffffff000000002f00000001ffffffff000000003000000001ffffffff000000003100000001ffffffff000000003200000001ffffffff000000003300000001ffffffff000000003500000001ffffffff000000003700000001ffffffff000000003b00000001ffffffff010000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,56722878281,0,249000000,0,28361439109,5150954358,t,2026-09-24 21:04:09.018413+00,249
129196eb-9af3-45be-ba33-4098a0e9d1c2,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,250000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e2b1301191c0e26230b0820382a2d151204071f37253d2f17051d35321a2c3e3b2911140210283a223431,\x000204204000020420800220001120000102102000098088000439200a14024681871a08040c000a820402a0000408c0200009080802042000512200020820014020202000880008,1,\x000000100000001e00000001ffffffff0100000025000000010000000800000000260000000100000008000000002700000001000000080000000028000000010000000800000000300000000100000008000000003100000001000000080000000034000000010000000800000000350000000100000008000000003600000001000000080000000037000000010000000800000000390000000100000008000000003b0000000100000008000000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,56892141685,0,250000000,0,28446070811,5165675151,t,2026-09-24 21:05:19.610253+00,250
46fb5a4c-4f3a-45f0-8d59-05389dd9707a,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,251000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e2b1310281a08203235230b1d2f3d3a22251705021411292c3e260e1c1f3734311901040715122a383b2d,\x000204204000020420800220001120000102102000098088000439300808225140400030680608410001480041202008804020800028401054200001021020010220804020410040,1,\x0000000f0000001d00000001ffffffff000000002800000001ffffffff000000002900000001ffffffff000000002b00000001ffffffff000000002d00000001ffffffff000000003000000001ffffffff000000003300000001ffffffff000000003400000001ffffffff000000003500000001ffffffff000000003600000001ffffffff000000003700000001ffffffff000000003900000001ffffffff000000003b00000001ffffffff000000003d0000000200000008010000003e000000010000000800,57147066047,0,251000000,0,28573532992,5189157630,t,2026-09-24 21:07:06.894834+00,251
10dc59fa-7b81-41b4-a1fa-ce6e25bd303e,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,252000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e2b1305172f3d25223a2c3e3b2911140210281a080b1d353220382a120407152d1f37343123260e1c1901,\x000204204000020420800220001120000102102000098088000439b00410400044020150022080001200040202804a041040000208028082048a80800020021020000a0004010420,1,\x0000000e0000002200000001ffffffff000000002600000001ffffffff000000002700000001ffffffff000000002b00000001ffffffff000000002d00000001ffffffff000000002f00000001ffffffff000000003300000001ffffffff0100000035000000010000000800000000370000000100000008000000003a0000000100000008000000003b0000000100000008000000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,57525885599,0,252000000,0,28762942768,5224809135,t,2026-09-24 21:09:47.21452+00,252
aa82fe67-3a54-44d1-ab6f-3526de3dd8e2,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,253000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e2b13050210281a32351d2f3d3a22341c0e263e2c141725371f2d2a383b2911233119010407151220080b,\x000204204000020420800220001120000102102000098088000439b024202020884000200210400032201a2002044040098040001024101004000144000220400204400001019000,1,\x0000000c0000002b00000001ffffffff000000002c00000001ffffffff000000002d00000001ffffffff000000003300000001ffffffff000000003400000001ffffffff000000003600000001ffffffff00000000380000000200000007010000003a0000000100000008000000003b0000000100000008000000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,57824412649,0,253000000,0,28912206293,5253015532,t,2026-09-24 21:11:53.312966+00,253
fd018214-3364-4ba6-a346-cdc794e366d5,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,254000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e2b13051d35321a0210283a2c3e260e1c1f37253d2f17142234312311293b2d2a1215070401190b082038,\x000204204000020420800220001120000102102000098088000439b02c108000060d020202820d800204430002300800020201810008c04010100009029200802040200008020102,1,\x000000110000001f00000001ffffffff000000002900000001ffffffff000000002a00000001ffffffff000000002b00000001ffffffff000000002d00000001ffffffff000000002e00000001ffffffff000000003100000001ffffffff000000003200000001ffffffff000000003600000001ffffffff010000003700000001000000080000000038000000010000000800000000390000000100000008000000003a0000000100000008000000003b0000000100000008000000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,58095359401,0,254000000,0,29047679669,5278148366,t,2026-09-24 21:13:47.182265+00,254
98404442-1ffe-49b9-947a-f2519d72949d,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,255000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e2b1325172f3d3a2210281a080b190104071f1c0e263e2c1402051d353220382a12152d3b291123313437,\x000204204000020420800220001120000102102000098088000439b20c914000010c08028048045800244000021c00112000020a8800040840004100109000041080002200418000,1,\x000000100000001b00000001ffffffff000000001f00000001ffffffff000000002400000001ffffffff000000002800000001ffffffff01000000290000000100000008000000002e0000000100000008000000002f000000010000000800000000300000000100000008000000003200000001000000080000000036000000010000000800000000380000000100000008000000003a0000000100000008000000003b0000000100000008000000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,58490494941,0,255000000,0,29245247439,5315554197,t,2026-09-24 21:16:34.176969+00,255
085ac889-f9d7-4588-8e16-55697d735e81,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,256000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e2b1d353220382a2d1f071512041c1901132537343123260e0b081a0205171411293b3e2c2f3d3a281022,\x000204204000020420800220001120000102102000098088000479042080200028083222082000a20009880049022040005406080408029004104001020101014004400001041001,1,\x0000000f0000002100000001ffffffff000000002500000001ffffffff000000002800000001ffffffff000000002a00000001ffffffff000000002d00000001ffffffff000000002e00000001ffffffff000000002f00000001ffffffff000000003200000001ffffffff000000003500000001ffffffff000000003700000001ffffffff000000003800000001ffffffff000000003a00000001ffffffff000000003b00000001ffffffff000000003d0000000200000006010000003e000000010000000800,58672190575,0,256000000,0,29336095256,5331353267,t,2026-09-24 21:17:49.751276+00,256
28591196-e74c-451b-823f-6a1418d0fdb8,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,257000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e2b1d353220081a2c29112331190b0e1c34371f0704011310283a22253d2f17050214263e3b382a2d1512,\x000204204000020420800220001120000102102000098088000479042080203240c90420031000011480418100408060802040120101410210000404040401020840800028001008,1,\x0000000d0000002300000001ffffffff000000002b00000001ffffffff000000002e00000001ffffffff000000003200000001ffffffff000000003300000001ffffffff000000003500000001ffffffff000000003600000001ffffffff000000003700000001ffffffff000000003800000001ffffffff000000003900000001ffffffff000000003b00000001ffffffff000000003d0000000200000006010000003e000000010000000800,58855262047,0,257000000,0,29427630992,5348159693,t,2026-09-24 21:19:05.999109+00,257
644d3a94-eeca-456e-a409-8d8a6a5a8cd9,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,258000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e2b1d35321a283a3d2f2c1417050210130104122a3820080b19312311293b3e260e1c342225371f2d1507,\x000204204000020420800220001120000102102000098088000479042080412020002008520280808020808800090a20000224400202814010101000081004044004100004011040,1,\x0000000b0000002300000001ffffffff000000002c00000001ffffffff000000003100000001ffffffff000000003200000001ffffffff000000003400000001ffffffff000000003600000001ffffffff000000003900000001ffffffff000000003a00000001ffffffff000000003b00000001ffffffff000000003d0000000200000006010000003e000000010000000800,59016365623,0,258000000,0,29508182780,5361995068,t,2026-09-24 21:20:12.143262+00,258
96885fa0-c57d-4fc6-afdb-304eb19eb9b5,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,259000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e2b1d35321a28101301191c2a383b3e2c291114260e0b08201204071f2d152331343725223a3d2f170502,\x000204204000020420800220001120000102102000098088000479042080412024108802859221081200040420014600810081402040010820008200418000202010080008080808,0,\x000000100000002600000001ffffffff000000002900000001ffffffff000000002a00000001ffffffff000000002c00000001ffffffff000000002f00000001ffffffff000000003200000001ffffffff000000003300000001ffffffff000000003400000001ffffffff000000003500000001ffffffff000000003700000001ffffffff000000003900000001ffffffff000000003a00000001ffffffff000000003b00000001ffffffff000000003c00000001ffffffff000000003d00000001ffffffff000000003e00000001ffffffff00,59144235517,0,259000000,0,29572117727,5373042715,t,2026-09-24 21:21:04.902385+00,259
e64cb865-09f4-4242-957b-9a8342e3c580,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,260000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e2b1d35321a0205172f3d3a28101301193134372522142c3e260e0b0820382a2d3b29112315071f1c0412,\x0002042040000204208002200011200001021020000980880004790420804113400001041040000920a2008100014040004440001020102010201028180210400400824400021004,1,\x0000000b0000002100000001ffffffff000000002900000001ffffffff000000002a00000001ffffffff000000003100000001ffffffff000000003700000001ffffffff000000003800000001ffffffff000000003900000001ffffffff000000003b00000001ffffffff010000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,59306336917,0,260000000,0,29653168427,5387607022,t,2026-09-24 21:22:11.997974+00,260
18329b80-cdba-4ad6-b0a7-061187bdcc7d,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,261000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e2b1d352331191c1f2d2a12150704011305172f3d2537342210021411293b3820321a080b0e263e2c3a28,\x00020420400002042080022000112000010210200009808800047904602000122c101308480200820041002001041000110001040942022010100001880020280204204000040210,1,\x0000000f0000002100000001ffffffff000000002200000001ffffffff000000002300000001ffffffff000000002400000001ffffffff000000002b00000001ffffffff000000003100000001ffffffff000000003400000001ffffffff000000003600000001ffffffff0000000038000000020000000801000000390000000100000008000000003a0000000100000008000000003b0000000100000008000000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,59480210787,0,261000000,0,29740105362,5402904243,t,2026-09-24 21:23:23.791208+00,261
0a94f6b8-f115-42a4-8afb-10eec686ff8c,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,262000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e2b1d2f3d25371f0715120401130517142c29112335321a0210283a223431191c2a2d3b3820080b0e263e,\x00020420400002042080022000112000010210200009808800047906104011000408020a802008002400820f0d400408800006080202028008800024008200082200011220000102,1,\x0000000f0000002400000001ffffffff000000002800000001ffffffff000000002a00000001ffffffff000000002d00000001ffffffff000000002f00000001ffffffff000000003000000001ffffffff000000003100000001ffffffff000000003300000001ffffffff000000003700000001ffffffff00000000390000000200000008010000003a0000000100000008000000003b0000000100000008000000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,59785069331,0,262000000,0,29892534634,5431358926,t,2026-09-24 21:25:30.991495+00,262
1208c79c-1586-4391-b041-d76cc506b9a4,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,263000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e2b1d05172f3d3a2810223437251301041220080b0e263e2c291114021a3235233b382a2d15071f1c1931,\x000204204000020420800220001120000102102000098088000479460410400001049041030280000122408206460204204000040420014010201000040308800200014400020402,0,\x0000000e0000002200000001ffffffff000000002300000001ffffffff000000003000000001ffffffff000000003100000001ffffffff000000003200000001ffffffff000000003300000001ffffffff000000003400000001ffffffff000000003600000001ffffffff000000003700000001ffffffff000000003a00000001ffffffff000000003b00000001ffffffff000000003c00000001ffffffff000000003d00000001ffffffff000000003e00000001ffffffff00,60131957873,0,263000000,0,30065978905,5463978904,t,2026-09-24 21:27:56.757026+00,263
ce6bfa3c-61e9-4dd7-96a2-1c964f072fd7,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,264000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e2b1d05021a32352311292c3e260e0b0820383b2d2a1215071f1c19313437252214172f3d3a2810130104,\x000204204000020420800220001120000102102000098088000479463430201000040a0203064001030102010201004100120010010a50080408008216a000041040000124008800,1,\x000000100000001c00000001ffffffff000000002500000001ffffffff000000002800000001ffffffff000000002c00000001ffffffff000000003000000001ffffffff010000003100000001000000080000000033000000010000000800000000360000000100000008000000003700000001000000080000000038000000010000000800000000390000000100000008000000003a0000000100000008000000003b0000000100000008000000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,60506526479,0,264000000,0,30253263208,5499657907,t,2026-09-24 21:30:35.15251+00,264
1a93828e-7b4c-4de4-81ae-7a8ee458aac0,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,265000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e2b1d0b081a0210283a3d25371f07152d2a383b29111422341c0412203235233119011305172f2c3e260e,\x000204204000020420800220001120000102102000098088000479662208609280808000c00400018280000404014200098040001468081008080002011020020009200041001020,1,\x000000100000001d00000001ffffffff000000002c00000001ffffffff000000002f00000001ffffffff0100000030000000010000000800000000320000000100000008000000003300000001000000080000000035000000010000000800000000360000000100000008000000003700000001000000080000000038000000010000000800000000390000000100000008000000003a0000000100000008000000003b0000000100000008000000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,60814105779,0,265000000,0,30407052858,5527992663,t,2026-09-24 21:32:43.889404+00,265
9428462c-d003-48a7-8de3-ecfbfb2d3076,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,266000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e2b1d1a2810223a2c2911140205172f3d25371f2d150704122a383b3e26341c0e0b082032352331190113,\x000204204000020420800220001120000102102000098088000479761808194420d00420014004104000011011509060010401010104010200410005100408040404008100081001,1,\x0000000e0000002100000001ffffffff000000002400000001ffffffff000000002500000001ffffffff000000002700000001ffffffff010000002b000000010000000800000000310000000100000008000000003500000001000000080000000037000000010000000800000000390000000100000008000000003a0000000100000008000000003b0000000100000008000000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,61104619895,0,266000000,0,30552309916,5554285823,t,2026-09-24 21:34:44.845686+00,266
450bbe89-2cca-49fc-b6fe-d8866842fd4b,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,267000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e1c0e263e3b382a2d151204071f37343123353220080b1d1a282b19011310223a3d2f2c29111402051725,\x000204204000020420800220001120000102102000098088000c4004084080002800300880021020000102300110400009a0400282002080088020a8400060102000090022800004,1,\x0000000b0000002100000001ffffffff000000002200000001ffffffff000000002900000001ffffffff000000003000000001ffffffff000000003100000001ffffffff000000003700000001ffffffff01000000390000000100000008000000003a0000000100000008000000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,61336860757,0,267000000,0,30668430347,5575967581,t,2026-09-24 21:36:22.67712+00,267
d0e35504-11c2-4cac-a821-08872f9c003b,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,268000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e1c0e263e3b382a12203235233134371f2d15070401132b1d2f2c2911142210283a3d251705021a080b19,\x000204204000020420800220001120000102102000098088000c4004084080002848220101402008100008022080204030604996182c108004485082808000400081804000440004,1,\x000000100000002600000001ffffffff000000002700000001ffffffff000000002800000001ffffffff000000002900000001ffffffff000000002d00000001ffffffff010000003000000001000000080000000031000000010000000800000000360000000100000008000000003700000001000000080000000038000000010000000800000000390000000100000008000000003a0000000100000008000000003b0000000100000008000000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,61472927573,0,268000000,0,30736463755,5588625761,t,2026-09-24 21:37:19.072242+00,268
7f43adbe-9db7-4748-83b7-563bab50cba7,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,269000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e1c0e263e3b3820080b1d2b13051725371f2d2a120407152335321a0210283a3d2f2c2911142234311901,\x000204204000020420800220001120000102102000098088000c4004084080004c4800074ee48012c0400014041080040a8000810008409020202020002008108004402000021020,1,\x0000000f0000002800000001ffffffff000000002b0000000200000004010000002c0000000100000008000000002e0000000100000008000000002f00000001000000080000000033000000010000000800000000350000000100000008000000003600000001000000080000000038000000010000000800000000390000000100000008000000003a0000000100000008000000003b0000000100000008000000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,61576529191,0,269000000,0,30788264564,5597398228,t,2026-09-24 21:38:01.314423+00,269
d997af8a-a62d-48d9-81f7-9164602cb5ee,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,270000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e1c0e263e3b2911230b0820382a2d1f0715120401193134221417050210132b281a32351d2f2c3a3d2537,\x000204204000020420800220001120000102102000098088000c400408408001648012080408000a008c08020880201020102004a9002c2020086000822002018008808020001001,1,\x0000000d0000002100000001ffffffff000000002600000001ffffffff000000002700000001ffffffff000000002800000001ffffffff000000002b00000001ffffffff000000002d00000001ffffffff010000003700000001000000080000000038000000010000000800000000390000000100000008000000003b0000000100000008000000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,61743353341,0,270000000,0,30871676639,5612841172,t,2026-09-24 21:39:10.091301+00,270
659e73d6-3bb5-4660-81fb-b40698832571,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,271000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e1c0e263e3b2d2a38202335321a2810021411292c2f1725371f071512040113051d2b3d3a223431190b08,\x000204204000020420800220001120000102102000098088000c40040840800501019061022000412104d00008040224008242001020082000822000100104022000110001082008,1,\x000000110000001d00000001ffffffff000000002100000001ffffffff000000002300000001ffffffff0100000027000000010000000800000000280000000100000008000000002e0000000100000008000000003000000001000000080000000031000000010000000800000000320000000100000008000000003500000001000000080000000038000000010000000800000000390000000100000008000000003a0000000100000008000000003b0000000100000008000000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,61893324983,0,271000000,0,30946662460,5626073543,t,2026-09-24 21:40:11.703654+00,271
922e2586-9d5d-41bc-b493-57e09c8f2bf7,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,272000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e1c0e263e3b2d15122a3820080b1d2f2c29112335321a283a3d2b193134371f0704011325170502142210,\x000204204000020420800220001120000102102000098088000c4004084080050d1201044084047060000b0420020440008240400010200804080004080408020440020141000210,1,\x0000000d0000001e00000001ffffffff000000001f00000001ffffffff000000002600000001ffffffff000000002900000001ffffffff000000002a00000001ffffffff000000003100000001ffffffff000000003400000001ffffffff000000003500000001ffffffff000000003600000001ffffffff000000003700000001ffffffff000000003b00000001ffffffff000000003d0000000200000003010000003e000000010000000800,62013012279,0,272000000,0,31006506108,5635950265,t,2026-09-24 21:41:00.90157+00,272
ddff733d-08c3-46c7-be8e-c57e4d230e8e,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,273000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e1c0e263e2c291114021a3235233b382a1220080b193134371f2d1507040113253d3a2210282b1d2f1705,\x000204204000020420800220001120000102102000098088000c400408c0800024408806040280210001581004400228201020001004400041802040122508404010080048001010,1,\x0000000e0000002700000001ffffffff000000002800000001ffffffff000000002b00000001ffffffff000000002f00000001ffffffff000000003000000001ffffffff000000003100000001ffffffff000000003200000001ffffffff000000003300000001ffffffff000000003800000001ffffffff000000003900000001ffffffff000000003a00000001ffffffff000000003b00000001ffffffff000000003d0000000200000006010000003e000000010000000800,62196846329,0,273000000,0,31098423133,5652917366,t,2026-09-24 21:42:16.147287+00,273
aaf5fa7f-6e82-4aa4-8853-df6257c4b33c,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,274000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e1c0e263e2c2f3d3a223431192b281a32351d050210130104071f3725171411293b382a2d151220230b08,\x000204204000020420800220001120000102102000098088000c400408c088800002180111800881008c400020602420080022400002044000820081800008800200818020001008,1,\x0000000b0000002a00000001ffffffff000000002c00000001ffffffff000000003000000001ffffffff000000003100000001ffffffff000000003200000001ffffffff000000003300000001ffffffff000000003500000001ffffffff000000003900000001ffffffff000000003b00000001ffffffff000000003d0000000200000006010000003e000000010000000800,62339191021,0,274000000,0,31169595479,5665534637,t,2026-09-24 21:43:14.839459+00,274
e174aeff-d7f0-48c3-9d70-3636f2e6e93d,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,275000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e1c0e263e2c2f17051d1a080b193134223a282b3d25371f2d2a383b291123353220121507040113100214,\x000204204000020420800220001120000102102000098088000c400408c088800406051e240220201020048110010400110004090404014000192000020840010041802000022001,0,\x0000000e0000002900000001ffffffff000000002b00000001ffffffff000000003100000001ffffffff000000003300000001ffffffff000000003400000001ffffffff000000003500000001ffffffff000000003600000001ffffffff000000003800000001ffffffff000000003900000001ffffffff000000003a00000001ffffffff000000003b00000001ffffffff000000003c00000001ffffffff000000003d00000001ffffffff000000003e00000001ffffffff00,62447411445,0,275000000,0,31223705691,5674466119,t,2026-09-24 21:43:58.717068+00,275
73cf7538-2b64-4c62-b577-1d32d9e26443,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,276000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e1c0e263e2c3a3d2f1705130104122a2d1f07152331192b281a080b1d353220383b291114021022343725,\x000204204000020420800220001120000102102000098088000c400408c0c8100010101c1c440448402001302008103808220002b012010410800082400010400280402060400010,1,\x0000000f0000002700000001ffffffff000000002800000001ffffffff000000003000000001ffffffff000000003100000001ffffffff000000003200000001ffffffff000000003300000001ffffffff000000003400000001ffffffff000000003500000001ffffffff000000003600000001ffffffff000000003700000001ffffffff000000003800000001ffffffff000000003a00000001ffffffff000000003b00000001ffffffff000000003d0000000200000008010000003e000000010000000800,62559725713,0,276000000,0,31279862825,5683647770,t,2026-09-24 21:44:44.209411+00,276
3e93a8c0-ead3-4c90-9ed1-363fe5b79ff2,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,277000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e1c0e263e2c3a281a32351d2f171422100205130104071f3734312311293b382a2d151220080b192b3d25,\x000204204000020420800220001120000102102000098088000c400408c0c8102218810040042081814304a000084c04084080000408c04010100001580020101000098040800020,1,\x0000000e0000002600000001ffffffff000000002700000001ffffffff000000002e0000000200000005010000003100000001000000080000000032000000010000000800000000360000000100000008000000003700000001000000080000000038000000010000000800000000390000000100000008000000003a0000000100000008000000003b0000000100000008000000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,62674530711,0,277000000,0,31337265324,5693041469,t,2026-09-24 21:45:30.884469+00,277
de981610-c6cd-4504-a822-39be46b0a352,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,278000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e1c0e263e2c1411293b3820122a2d1f373431192b3d3a281a32352315070401132522100205172f1d0b08,\x000204204000020420800220001120000102102000098088000c400408c0c80281800008c0841108008c000408408409800002188100200001820041800008200005104000040808,1,\x0000000e0000001d00000001ffffffff000000002200000001ffffffff000000002e000000020000000501000000310000000100000008000000003200000001000000080000000033000000010000000800000000340000000100000008000000003700000001000000080000000038000000010000000800000000390000000100000008000000003b0000000100000008000000003c0000000100000008000000003d0000000100000008000000003e000000010000000800,62779591363,0,278000000,0,31389795650,5701631707,t,2026-09-24 21:46:13.670955+00,278
2ba6e5b7-73fa-41ae-aa11-b3e07f086c91,9ac44ac0-c7f6-4b33-a402-c9e92e17392b,279000000,4,2,1000000,64,64,9,\x0003061e363330180a0d1b090c0f273f3c392124162e1c0e263e2c1a080b192b3d2f17051d35322012152331343725130104071f2d2a383b2911140210223a28,\x000204204000020420800220001120000102102000098088000c400408c0c84322000223122081c14180000410840a31421020000810200204208000028200208004008140000110,1,\x0000000f0000002400000001ffffffff000000002600000001ffffffff000000002b00000001ffffffff000000003000000001ffffffff000000003100000001ffffffff000000003200000001ffffffff000000003300000001ffffffff000000003500000001ffffffff000000003600000001ffffffff000000003700000001ffffffff000000003800000001ffffffff000000003900000001ffffffff000000003b00000001ffffffff000000003d0000000200000002010000003e000000010000000800,62916065899,0,279000000,0,31458032918,5713253813,t,2026-09-24 21:47:09.509904+00,279
